"EDULIT_IND","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"FGP_5T8","Percentage of graduates from tertiary education who are female (%)","UGA","Uganda","2003","2003",37.74797,,
"FGP_5T8","Percentage of graduates from tertiary education who are female (%)","UGA","Uganda","2004","2004",37.84729,,
"FGP_8","Percentage of graduates from tertiary ISCED 8 programmes who are female (%)","KOR","Republic of Korea","1999","1999",20.47977,,
"FGP_8","Percentage of graduates from tertiary ISCED 8 programmes who are female (%)","KOR","Republic of Korea","2000","2000",20.46231,,
"FGP_8","Percentage of graduates from tertiary ISCED 8 programmes who are female (%)","KOR","Republic of Korea","2001","2001",23.71134,,
"FGP_8","Percentage of graduates from tertiary ISCED 8 programmes who are female (%)","KOR","Republic of Korea","2002","2002",23.15396,,
"FGP_8","Percentage of graduates from tertiary ISCED 8 programmes who are female (%)","KOR","Republic of Korea","2003","2003",23.74512,,
"FGP_8","Percentage of graduates from tertiary ISCED 8 programmes who are female (%)","KOR","Republic of Korea","2004","2004",24.2512,,
"FGP_8","Percentage of graduates from tertiary ISCED 8 programmes who are female (%)","KOR","Republic of Korea","2005","2005",26.07409,,
"FGP_8","Percentage of graduates from tertiary ISCED 8 programmes who are female (%)","KOR","Republic of Korea","2006","2006",27.446,,
"FGP_8","Percentage of graduates from tertiary ISCED 8 programmes who are female (%)","KOR","Republic of Korea","2007","2007",27.87932,,
"FGP_8","Percentage of graduates from tertiary ISCED 8 programmes who are female (%)","KOR","Republic of Korea","2008","2008",29.49087,,
"FGP_8","Percentage of graduates from tertiary ISCED 8 programmes who are female (%)","KOR","Republic of Korea","2009","2009",31.96737,,
"FGP_8","Percentage of graduates from tertiary ISCED 8 programmes who are female (%)","KOR","Republic of Korea","2011","2011",31.66166,,
"FGP_8","Percentage of graduates from tertiary ISCED 8 programmes who are female (%)","KOR","Republic of Korea","2012","2012",32.79425,,
"FGP_8","Percentage of graduates from tertiary ISCED 8 programmes who are female (%)","KOR","Republic of Korea","2013","2013",33.85347,,
"FGP_8","Percentage of graduates from tertiary ISCED 8 programmes who are female (%)","KOR","Republic of Korea","2014","2014",35.05529,,
"FGP_5T8","Percentage of graduates from tertiary education who are female (%)","IRN","Iran (Islamic Republic of)","2003","2003",45.15454,,
"FGP_5T8","Percentage of graduates from tertiary education who are female (%)","IRN","Iran (Islamic Republic of)","2004","2004",46.57511,,
"FGP_5T8","Percentage of graduates from tertiary education who are female (%)","IRN","Iran (Islamic Republic of)","2005","2005",50.34563,,
"FGP_5T8","Percentage of graduates from tertiary education who are female (%)","IRN","Iran (Islamic Republic of)","2006","2006",49.91415,,
"FGP_5T8","Percentage of graduates from tertiary education who are female (%)","IRN","Iran (Islamic Republic of)","2007","2007",50.34563,,
"FGP_5T8","Percentage of graduates from tertiary education who are female (%)","IRN","Iran (Islamic Republic of)","2009","2009",51.9752,,
"FGP_5T8","Percentage of graduates from tertiary education who are female (%)","IRN","Iran (Islamic Republic of)","2011","2011",40.18474,,
"FGP_5T8","Percentage of graduates from tertiary education who are female (%)","IRN","Iran (Islamic Republic of)","2012","2012",38.48072,,
"FGP_5T8","Percentage of graduates from tertiary education who are female (%)","IRN","Iran (Islamic Republic of)","2013","2013",45.62978,,
"FGP_5T8","Percentage of graduates from tertiary education who are female (%)","IRN","Iran (Islamic Republic of)","2014","2014",45.07882,,
"FGP_5T8","Percentage of graduates from tertiary education who are female (%)","IRN","Iran (Islamic Republic of)","2015","2015",44.0185,,
"FGP_5T8","Percentage of graduates from tertiary education who are female (%)","LVA","Latvia","1999","1999",66.76525,,
"FGP_5T8","Percentage of graduates from tertiary education who are female (%)","LVA","Latvia","2000","2000",63.4076,,
"FGP_5T8","Percentage of graduates from tertiary education who are female (%)","LVA","Latvia","2001","2001",55.40181,,
"FGP_5T8","Percentage of graduates from tertiary education who are female (%)","LVA","Latvia","2002","2002",69.42433,,
"FGP_5T8","Percentage of graduates from tertiary education who are female (%)","LVA","Latvia","2003","2003",69.02663,,
"FGP_5T8","Percentage of graduates from tertiary education who are female (%)","LVA","Latvia","2004","2004",69.22271,,
"FGP_5T8","Percentage of graduates from tertiary education who are female (%)","LVA","Latvia","2005","2005",70.5405,,
"FGP_5T8","Percentage of graduates from tertiary education who are female (%)","LVA","Latvia","2006","2006",70.62921,,
"FGP_5T8","Percentage of graduates from tertiary education who are female (%)","LVA","Latvia","2007","2007",71.88621,,
"FGP_5T8","Percentage of graduates from tertiary education who are female (%)","LVA","Latvia","2008","2008",71.53082,,
"FGP_5T8","Percentage of graduates from tertiary education who are female (%)","LVA","Latvia","2009","2009",71.38463,,
"FGP_5T8","Percentage of graduates from tertiary education who are female (%)","LVA","Latvia","2010","2010",71.31286,,
"FGP_5T8","Percentage of graduates from tertiary education who are female (%)","LVA","Latvia","2011","2011",70.10421,,
"FGP_5T8","Percentage of graduates from tertiary education who are female (%)","LVA","Latvia","2012","2012",67.49721,,
"FGP_5T8","Percentage of graduates from tertiary education who are female (%)","LVA","Latvia","2013","2013",68.99584,,
"FGP_5T8","Percentage of graduates from tertiary education who are female (%)","LVA","Latvia","2014","2014",65.17728,,
"FGP_5T8","Percentage of graduates from tertiary education who are female (%)","LVA","Latvia","2015","2015",65.44269,,
"FGP_8","Percentage of graduates from tertiary ISCED 8 programmes who are female (%)","AUT","Austria","1999","1999",34.45469,,
"FGP_8","Percentage of graduates from tertiary ISCED 8 programmes who are female (%)","AUT","Austria","2000","2000",36.20112,,
"FGP_8","Percentage of graduates from tertiary ISCED 8 programmes who are female (%)","AUT","Austria","2001","2001",37.14591,,
"FGP_8","Percentage of graduates from tertiary ISCED 8 programmes who are female (%)","AUT","Austria","2002","2002",37.6,,
"FGP_8","Percentage of graduates from tertiary ISCED 8 programmes who are female (%)","AUT","Austria","2003","2003",40.5553,,
"FGP_8","Percentage of graduates from tertiary ISCED 8 programmes who are female (%)","AUT","Austria","2004","2004",40.4499,,
"FGP_8","Percentage of graduates from tertiary ISCED 8 programmes who are female (%)","AUT","Austria","2005","2005",43.67145,,
"FGP_8","Percentage of graduates from tertiary ISCED 8 programmes who are female (%)","AUT","Austria","2006","2006",41.51993,,
"FGP_8","Percentage of graduates from tertiary ISCED 8 programmes who are female (%)","AUT","Austria","2007","2007",42.35012,,
"FGP_8","Percentage of graduates from tertiary ISCED 8 programmes who are female (%)","AUT","Austria","2008","2008",42.49433,,
"FGP_8","Percentage of graduates from tertiary ISCED 8 programmes who are female (%)","AUT","Austria","2009","2009",43.47636,,
"FGP_8","Percentage of graduates from tertiary ISCED 8 programmes who are female (%)","AUT","Austria","2010","2010",42.56,,
"FGP_8","Percentage of graduates from tertiary ISCED 8 programmes who are female (%)","AUT","Austria","2011","2011",41.58542,,
"FGP_8","Percentage of graduates from tertiary ISCED 8 programmes who are female (%)","AUT","Austria","2012","2012",41.8325,,
"FGP_8","Percentage of graduates from tertiary ISCED 8 programmes who are female (%)","AUT","Austria","2013","2013",43.72615,,
"FGP_8","Percentage of graduates from tertiary ISCED 8 programmes who are female (%)","AUT","Austria","2014","2014",41.86197,,
"FGP_8","Percentage of graduates from tertiary ISCED 8 programmes who are female (%)","AUT","Austria","2015","2015",43.5576,,
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","STP","Sao Tome and Principe","1999","1999",,"a","Category not applicable"
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","STP","Sao Tome and Principe","2000","2000",,"a","Category not applicable"
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","STP","Sao Tome and Principe","2001","2001",,"a","Category not applicable"
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","STP","Sao Tome and Principe","2002","2002",,"a","Category not applicable"
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","STP","Sao Tome and Principe","2003","2003",,"a","Category not applicable"
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","STP","Sao Tome and Principe","2004","2004",,"a","Category not applicable"
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","STP","Sao Tome and Principe","2005","2005",,"a","Category not applicable"
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","STP","Sao Tome and Principe","2006","2006",,"a","Category not applicable"
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","STP","Sao Tome and Principe","2007","2007",,"a","Category not applicable"
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","STP","Sao Tome and Principe","2008","2008",,"a","Category not applicable"
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","STP","Sao Tome and Principe","2012","2012",,"a","Category not applicable"
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","STP","Sao Tome and Principe","2015","2015",,"a","Category not applicable"
"FGP_5T8","Percentage of graduates from tertiary education who are female (%)","CAF","Central African Republic","2012","2012",13.17073,,
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","LBN","Lebanon","2000","2000",37.91722,,
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","LBN","Lebanon","2001","2001",43.30144,,
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","LBN","Lebanon","2002","2002",48.80526,,
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","LBN","Lebanon","2003","2003",45.60029,,
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","LBN","Lebanon","2004","2004",51.76925,,
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","LBN","Lebanon","2005","2005",45.05629,,
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","LBN","Lebanon","2006","2006",51.26674,,
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","LBN","Lebanon","2007","2007",54.52827,,
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","LBN","Lebanon","2008","2008",58.67841,,
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","LBN","Lebanon","2009","2009",60.4466,,
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","LBN","Lebanon","2010","2010",55.58533,,
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","LBN","Lebanon","2011","2011",56.26933,,
"FGP_5T8","Percentage of graduates from tertiary education who are female (%)","NIU","Niue","1999","1999",,"a","Category not applicable"
"FGP_5T8","Percentage of graduates from tertiary education who are female (%)","NIU","Niue","2000","2000",,"a","Category not applicable"
"FGP_5T8","Percentage of graduates from tertiary education who are female (%)","NIU","Niue","2001","2001",,"a","Category not applicable"
"FGP_5T8","Percentage of graduates from tertiary education who are female (%)","NIU","Niue","2002","2002",,"a","Category not applicable"
"FGP_5T8","Percentage of graduates from tertiary education who are female (%)","NIU","Niue","2003","2003",,"a","Category not applicable"
"FGP_5T8","Percentage of graduates from tertiary education who are female (%)","NIU","Niue","2004","2004",,"a","Category not applicable"
"FGP_5T8","Percentage of graduates from tertiary education who are female (%)","NIU","Niue","2005","2005",,"a","Category not applicable"
"FGP_5T8","Percentage of graduates from tertiary education who are female (%)","NIU","Niue","2007","2007",,"a","Category not applicable"
"FGP_5T8","Percentage of graduates from tertiary education who are female (%)","NIU","Niue","2008","2008",,"a","Category not applicable"
"FGP_8","Percentage of graduates from tertiary ISCED 8 programmes who are female (%)","RWA","Rwanda","2004","2004",,"a","Category not applicable"
"FGP_8","Percentage of graduates from tertiary ISCED 8 programmes who are female (%)","RWA","Rwanda","2009","2009",,"a","Category not applicable"
"FGP_8","Percentage of graduates from tertiary ISCED 8 programmes who are female (%)","RWA","Rwanda","2010","2010",,"a","Category not applicable"
"FGP_8","Percentage of graduates from tertiary ISCED 8 programmes who are female (%)","RWA","Rwanda","2012","2012",,"a","Category not applicable"
"FGP_8","Percentage of graduates from tertiary ISCED 8 programmes who are female (%)","RWA","Rwanda","2014","2014",,"n","Magnitude nil or negligible"
"FGP_8","Percentage of graduates from tertiary ISCED 8 programmes who are female (%)","RWA","Rwanda","2015","2015",100,,
"FGP_8","Percentage of graduates from tertiary ISCED 8 programmes who are female (%)","RWA","Rwanda","2016","2016",100,,
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","GRC","Greece","2001","2001",53.14739,,
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","GRC","Greece","2002","2002",53.15072,,
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","GRC","Greece","2004","2004",60.43218,,
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","GRC","Greece","2005","2005",60.52118,,
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","GRC","Greece","2007","2007",54.41161,,
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","GRC","Greece","2008","2008",53.88468,,
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","GRC","Greece","2010","2010",55.71642,,
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","GRC","Greece","2011","2011",53.99344,,
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","GRC","Greece","2012","2012",51.30797,,
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","GRC","Greece","2013","2013",,"a","Category not applicable"
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","GRC","Greece","2014","2014",,"a","Category not applicable"
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","VNM","Viet Nam","2005","2005",21.89646,,
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","VNM","Viet Nam","2007","2007",25.73567,,
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","VNM","Viet Nam","2008","2008",25.52206,,
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","VNM","Viet Nam","2009","2009",25.09624,,
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","VNM","Viet Nam","2010","2010",29.07188,,
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","VNM","Viet Nam","2012","2012",27.64239,,
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","VNM","Viet Nam","2013","2013",48.50851,,
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","VNM","Viet Nam","2014","2014",58.19241,,
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","VNM","Viet Nam","2015","2015",56.74539,,
"FGP_8","Percentage of graduates from tertiary ISCED 8 programmes who are female (%)","CYP","Cyprus","1999","1999",,"a","Category not applicable"
"FGP_8","Percentage of graduates from tertiary ISCED 8 programmes who are female (%)","CYP","Cyprus","2002","2002",,"n","Magnitude nil or negligible"
"FGP_8","Percentage of graduates from tertiary ISCED 8 programmes who are female (%)","CYP","Cyprus","2003","2003",100,,
"FGP_8","Percentage of graduates from tertiary ISCED 8 programmes who are female (%)","CYP","Cyprus","2004","2004",61.53846,,
"FGP_8","Percentage of graduates from tertiary ISCED 8 programmes who are female (%)","CYP","Cyprus","2005","2005",20,,
"FGP_8","Percentage of graduates from tertiary ISCED 8 programmes who are female (%)","CYP","Cyprus","2006","2006",65.51724,,
"FGP_8","Percentage of graduates from tertiary ISCED 8 programmes who are female (%)","CYP","Cyprus","2007","2007",68.75,,
"FGP_8","Percentage of graduates from tertiary ISCED 8 programmes who are female (%)","CYP","Cyprus","2008","2008",46.42857,,
"FGP_8","Percentage of graduates from tertiary ISCED 8 programmes who are female (%)","CYP","Cyprus","2009","2009",40,,
"FGP_8","Percentage of graduates from tertiary ISCED 8 programmes who are female (%)","CYP","Cyprus","2010","2010",36.66667,,
"FGP_8","Percentage of graduates from tertiary ISCED 8 programmes who are female (%)","CYP","Cyprus","2011","2011",55.81395,,
"FGP_8","Percentage of graduates from tertiary ISCED 8 programmes who are female (%)","CYP","Cyprus","2012","2012",50,,
"FGP_8","Percentage of graduates from tertiary ISCED 8 programmes who are female (%)","CYP","Cyprus","2013","2013",50,,
"FGP_8","Percentage of graduates from tertiary ISCED 8 programmes who are female (%)","CYP","Cyprus","2014","2014",55,,
"FGP_8","Percentage of graduates from tertiary ISCED 8 programmes who are female (%)","CYP","Cyprus","2015","2015",54.54545,,
"FGP_8","Percentage of graduates from tertiary ISCED 8 programmes who are female (%)","FRA","France","1999","1999",40.6763,,
"FGP_8","Percentage of graduates from tertiary ISCED 8 programmes who are female (%)","FRA","France","2000","2000",41.09866,,
"FGP_8","Percentage of graduates from tertiary ISCED 8 programmes who are female (%)","FRA","France","2002","2002",42.72395,,
"FGP_8","Percentage of graduates from tertiary ISCED 8 programmes who are female (%)","FRA","France","2003","2003",41.73397,,
"FGP_8","Percentage of graduates from tertiary ISCED 8 programmes who are female (%)","FRA","France","2004","2004",41.1255,,
"FGP_8","Percentage of graduates from tertiary ISCED 8 programmes who are female (%)","FRA","France","2005","2005",41.42392,,
"FGP_8","Percentage of graduates from tertiary ISCED 8 programmes who are female (%)","FRA","France","2006","2006",41.78404,,
"FGP_8","Percentage of graduates from tertiary ISCED 8 programmes who are female (%)","FRA","France","2007","2007",41.94005,,
"FGP_8","Percentage of graduates from tertiary ISCED 8 programmes who are female (%)","FRA","France","2008","2008",42.58437,,
"FGP_8","Percentage of graduates from tertiary ISCED 8 programmes who are female (%)","FRA","France","2009","2009",43.55697,,
"FGP_8","Percentage of graduates from tertiary ISCED 8 programmes who are female (%)","FRA","France","2012","2012",42.55384,,
"FGP_8","Percentage of graduates from tertiary ISCED 8 programmes who are female (%)","FRA","France","2013","2013",43.7663,,
"FGP_8","Percentage of graduates from tertiary ISCED 8 programmes who are female (%)","FRA","France","2014","2014",44.98507,,
"FGP_8","Percentage of graduates from tertiary ISCED 8 programmes who are female (%)","FRA","France","2015","2015",43.95237,,
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","SLV","El Salvador","2002","2002",58.25416,,
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","SLV","El Salvador","2003","2003",60.88855,,
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","SLV","El Salvador","2005","2005",59.79843,,
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","SLV","El Salvador","2006","2006",58.20452,,
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","SLV","El Salvador","2007","2007",56.3904,,
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","SLV","El Salvador","2008","2008",54.50836,,
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","SLV","El Salvador","2009","2009",54.53475,,
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","SLV","El Salvador","2010","2010",54.35596,,
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","SLV","El Salvador","2011","2011",56.09279,,
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","SLV","El Salvador","2012","2012",54.36782,,
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","SLV","El Salvador","2013","2013",52.16774,,
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","SLV","El Salvador","2014","2014",52.47511,,
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","SLV","El Salvador","2015","2015",49.42529,,
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","ATG","Antigua and Barbuda","2009","2009",74.80916,,
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","ATG","Antigua and Barbuda","2010","2010",80,,
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","ATG","Antigua and Barbuda","2011","2011",87.35632,,
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","ATG","Antigua and Barbuda","2012","2012",88.39286,,
"FGP_5T8","Percentage of graduates from tertiary education who are female (%)","COK","Cook Islands","1999","1999",,"a","Category not applicable"
"FGP_5T8","Percentage of graduates from tertiary education who are female (%)","COK","Cook Islands","2000","2000",,"a","Category not applicable"
"FGP_5T8","Percentage of graduates from tertiary education who are female (%)","COK","Cook Islands","2001","2001",,"a","Category not applicable"
"FGP_5T8","Percentage of graduates from tertiary education who are female (%)","COK","Cook Islands","2002","2002",,"a","Category not applicable"
"FGP_5T8","Percentage of graduates from tertiary education who are female (%)","COK","Cook Islands","2003","2003",,"a","Category not applicable"
"FGP_5T8","Percentage of graduates from tertiary education who are female (%)","COK","Cook Islands","2004","2004",,"a","Category not applicable"
"FGP_5T8","Percentage of graduates from tertiary education who are female (%)","COK","Cook Islands","2008","2008",,"a","Category not applicable"
"FGP_5T8","Percentage of graduates from tertiary education who are female (%)","COK","Cook Islands","2010","2010",,"a","Category not applicable"
"FGP_5T8","Percentage of graduates from tertiary education who are female (%)","COK","Cook Islands","2011","2011",,"a","Category not applicable"
"FGP_5T8","Percentage of graduates from tertiary education who are female (%)","SWE","Sweden","1999","1999",58.23549,,
"FGP_5T8","Percentage of graduates from tertiary education who are female (%)","SWE","Sweden","2000","2000",58.36046,,
"FGP_5T8","Percentage of graduates from tertiary education who are female (%)","SWE","Sweden","2001","2001",58.54566,,
"FGP_5T8","Percentage of graduates from tertiary education who are female (%)","SWE","Sweden","2002","2002",59.99078,,
"FGP_5T8","Percentage of graduates from tertiary education who are female (%)","SWE","Sweden","2003","2003",61.20174,,
"FGP_5T8","Percentage of graduates from tertiary education who are female (%)","SWE","Sweden","2004","2004",61.4633,,
"FGP_5T8","Percentage of graduates from tertiary education who are female (%)","SWE","Sweden","2005","2005",63.33339,,
"FGP_5T8","Percentage of graduates from tertiary education who are female (%)","SWE","Sweden","2006","2006",63.54223,,
"FGP_5T8","Percentage of graduates from tertiary education who are female (%)","SWE","Sweden","2007","2007",63.67877,,
"FGP_5T8","Percentage of graduates from tertiary education who are female (%)","SWE","Sweden","2008","2008",63.54536,,
"FGP_5T8","Percentage of graduates from tertiary education who are female (%)","SWE","Sweden","2009","2009",63.36312,,
"FGP_5T8","Percentage of graduates from tertiary education who are female (%)","SWE","Sweden","2010","2010",63.15729,,
"FGP_5T8","Percentage of graduates from tertiary education who are female (%)","SWE","Sweden","2011","2011",62.88913,,
"FGP_5T8","Percentage of graduates from tertiary education who are female (%)","SWE","Sweden","2012","2012",61.58085,,
"FGP_5T8","Percentage of graduates from tertiary education who are female (%)","SWE","Sweden","2013","2013",61.6897,,
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","EST","Estonia","1999","1999",74.03661,,
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","EST","Estonia","2000","2000",76.76768,,
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","EST","Estonia","2001","2001",72.36916,,
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","EST","Estonia","2002","2002",80.94395,,
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","EST","Estonia","2003","2003",74.80118,,
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","EST","Estonia","2004","2004",74.56493,,
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","EST","Estonia","2005","2005",73.78641,,
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","EST","Estonia","2006","2006",72.71874,,
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","EST","Estonia","2007","2007",70.39911,,
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","EST","Estonia","2008","2008",72.5252,,
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","EST","Estonia","2009","2009",73.38008,,
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","EST","Estonia","2010","2010",72.3778,,
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","EST","Estonia","2011","2011",71.46136,,
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","EST","Estonia","2012","2012",70.77888,,
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","EST","Estonia","2013","2013",,"a","Category not applicable"
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","EST","Estonia","2014","2014",,"a","Category not applicable"
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","EST","Estonia","2015","2015",,"a","Category not applicable"
"FGP_5T8","Percentage of graduates from tertiary education who are female (%)","BEL","Belgium","2000","2000",55.87541,,
"FGP_5T8","Percentage of graduates from tertiary education who are female (%)","BEL","Belgium","2001","2001",56.11094,,
"FGP_5T8","Percentage of graduates from tertiary education who are female (%)","BEL","Belgium","2002","2002",56.70766,,
"FGP_5T8","Percentage of graduates from tertiary education who are female (%)","BEL","Belgium","2006","2006",58.77909,,
"FGP_5T8","Percentage of graduates from tertiary education who are female (%)","BEL","Belgium","2008","2008",58.66959,,
"FGP_5T8","Percentage of graduates from tertiary education who are female (%)","BEL","Belgium","2009","2009",58.69105,,
"FGP_5T8","Percentage of graduates from tertiary education who are female (%)","BEL","Belgium","2010","2010",58.85309,,
"FGP_5T8","Percentage of graduates from tertiary education who are female (%)","BEL","Belgium","2011","2011",59.0191,,
"FGP_5T8","Percentage of graduates from tertiary education who are female (%)","BEL","Belgium","2012","2012",59.30501,,
"FGP_5T8","Percentage of graduates from tertiary education who are female (%)","BEL","Belgium","2013","2013",59.09032,,
"FGP_5T8","Percentage of graduates from tertiary education who are female (%)","BEL","Belgium","2014","2014",59.80809,,
"FGP_6","Percentage of graduates from tertiary ISCED 6 programmes who are female (%)","GIN","Guinea","2013","2013",27.88012,,
"FGP_6","Percentage of graduates from tertiary ISCED 6 programmes who are female (%)","GIN","Guinea","2014","2014",26.69673,,
"FGP_8","Percentage of graduates from tertiary ISCED 8 programmes who are female (%)","TJK","Tajikistan","2003","2003",34.73684,,
"FGP_8","Percentage of graduates from tertiary ISCED 8 programmes who are female (%)","TJK","Tajikistan","2004","2004",37.56345,,
"FGP_8","Percentage of graduates from tertiary ISCED 8 programmes who are female (%)","TJK","Tajikistan","2005","2005",35.53299,,
"FGP_8","Percentage of graduates from tertiary ISCED 8 programmes who are female (%)","TJK","Tajikistan","2012","2012",10.87613,,
"FGP_8","Percentage of graduates from tertiary ISCED 8 programmes who are female (%)","TJK","Tajikistan","2013","2013",30.49096,,
"FGP_8","Percentage of graduates from tertiary ISCED 8 programmes who are female (%)","TJK","Tajikistan","2014","2014",36.12565,,
"FGP_8","Percentage of graduates from tertiary ISCED 8 programmes who are female (%)","TJK","Tajikistan","2015","2015",34.20366,,
"FGP_8","Percentage of graduates from tertiary ISCED 8 programmes who are female (%)","TJK","Tajikistan","2016","2016",30.34483,,
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","BHR","Bahrain","2003","2003",64.85281,,
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","BHR","Bahrain","2005","2005",59.96055,,
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","BHR","Bahrain","2006","2006",55.03268,,
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","BHR","Bahrain","2014","2014",61.42857,,
"FGP_5","Percentage of graduates from tertiary ISCED 5 programmes who are female (%)","BHR","Bahrain","2015","2015",63.53591,,
"FGP_8","Percentage of graduates from tertiary ISCED 8 programmes who are female (%)","AZE","Azerbaijan","1999","1999",29.79275,,
"FGP_8","Percentage of graduates from tertiary ISCED 8 programmes who are female (%)","AZE","Azerbaijan","2000","2000",29.73568,,
