"EDULIT_IND","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"FGP_5T8_FUK","Percentage of graduates from programmes in unspecified fields in tertiary education who are female (%)","MDG","Madagascar","2014","2014",,"a","Category not applicable"
"FGP_5T8_F600","Percentage of graduates from Information and Communication Technologies programmes in tertiary education who are female (%)","DJI","Djibouti","1999","1999",,"a","Category not applicable"
"FGP_5T8_F800","Percentage of graduates from Agriculture, Forestry, Fisheries and Veterinary programmes in tertiary education who are female (%)","TKL","Tokelau","1999","1999",,"a","Category not applicable"
"FGP_5T8_F800","Percentage of graduates from Agriculture, Forestry, Fisheries and Veterinary programmes in tertiary education who are female (%)","TKL","Tokelau","2000","2000",,"a","Category not applicable"
"FGP_5T8_F800","Percentage of graduates from Agriculture, Forestry, Fisheries and Veterinary programmes in tertiary education who are female (%)","TKL","Tokelau","2001","2001",,"a","Category not applicable"
"FGP_5T8_F800","Percentage of graduates from Agriculture, Forestry, Fisheries and Veterinary programmes in tertiary education who are female (%)","TKL","Tokelau","2002","2002",,"a","Category not applicable"
"FGP_5T8_F800","Percentage of graduates from Agriculture, Forestry, Fisheries and Veterinary programmes in tertiary education who are female (%)","TKL","Tokelau","2003","2003",,"a","Category not applicable"
"FGP_5T8_F800","Percentage of graduates from Agriculture, Forestry, Fisheries and Veterinary programmes in tertiary education who are female (%)","TKL","Tokelau","2004","2004",,"a","Category not applicable"
"FGP_5T8_F800","Percentage of graduates from Agriculture, Forestry, Fisheries and Veterinary programmes in tertiary education who are female (%)","TKL","Tokelau","2007","2007",,"a","Category not applicable"
"FGP_5T8_F800","Percentage of graduates from Agriculture, Forestry, Fisheries and Veterinary programmes in tertiary education who are female (%)","TKL","Tokelau","2008","2008",,"a","Category not applicable"
"FGP_5T8_F500","Percentage of graduates from Natural Sciences, Mathematics and Statistics programmes in tertiary education who are female (%)","IRQ","Iraq","2004","2004",51.89959,,
"FGP_5T8_F200","Percentage of graduates from Arts and Humanities programmes in tertiary education who are female (%)","PHL","Philippines","2003","2003",59.14704,,
"FGP_5T8_F200","Percentage of graduates from Arts and Humanities programmes in tertiary education who are female (%)","PHL","Philippines","2004","2004",59.64424,,
"FGP_5T8_F200","Percentage of graduates from Arts and Humanities programmes in tertiary education who are female (%)","PHL","Philippines","2010","2010",48.50491,,
"FGP_5T8_F200","Percentage of graduates from Arts and Humanities programmes in tertiary education who are female (%)","PHL","Philippines","2011","2011",50.21486,,
"FGP_5T8_F200","Percentage of graduates from Arts and Humanities programmes in tertiary education who are female (%)","PHL","Philippines","2012","2012",50.95681,,
"FGP_5T8_F200","Percentage of graduates from Arts and Humanities programmes in tertiary education who are female (%)","PHL","Philippines","2013","2013",54.81293,,
"FGP_5T8_F200","Percentage of graduates from Arts and Humanities programmes in tertiary education who are female (%)","PHL","Philippines","2014","2014",52.41921,,
"FGP_5T8_F300","Percentage of graduates from Social Sciences, Journalism and Information programmes in tertiary education who are female (%)","EST","Estonia","1999","1999",61.23188,,
"FGP_5T8_F300","Percentage of graduates from Social Sciences, Journalism and Information programmes in tertiary education who are female (%)","EST","Estonia","2000","2000",68.42105,,
"FGP_5T8_F300","Percentage of graduates from Social Sciences, Journalism and Information programmes in tertiary education who are female (%)","EST","Estonia","2001","2001",75.69061,,
"FGP_5T8_F300","Percentage of graduates from Social Sciences, Journalism and Information programmes in tertiary education who are female (%)","EST","Estonia","2002","2002",73.25228,,
"FGP_5T8_F300","Percentage of graduates from Social Sciences, Journalism and Information programmes in tertiary education who are female (%)","EST","Estonia","2003","2003",76.74419,,
"FGP_5T8_F300","Percentage of graduates from Social Sciences, Journalism and Information programmes in tertiary education who are female (%)","EST","Estonia","2004","2004",78.739,,
"FGP_5T8_F300","Percentage of graduates from Social Sciences, Journalism and Information programmes in tertiary education who are female (%)","EST","Estonia","2005","2005",78.7013,,
"FGP_5T8_F300","Percentage of graduates from Social Sciences, Journalism and Information programmes in tertiary education who are female (%)","EST","Estonia","2006","2006",78.45084,,
"FGP_5T8_F300","Percentage of graduates from Social Sciences, Journalism and Information programmes in tertiary education who are female (%)","EST","Estonia","2007","2007",78.68705,,
"FGP_5T8_F300","Percentage of graduates from Social Sciences, Journalism and Information programmes in tertiary education who are female (%)","EST","Estonia","2008","2008",78.91284,,
"FGP_5T8_F300","Percentage of graduates from Social Sciences, Journalism and Information programmes in tertiary education who are female (%)","EST","Estonia","2009","2009",79.09372,,
"FGP_5T8_F300","Percentage of graduates from Social Sciences, Journalism and Information programmes in tertiary education who are female (%)","EST","Estonia","2010","2010",75.43655,,
"FGP_5T8_F300","Percentage of graduates from Social Sciences, Journalism and Information programmes in tertiary education who are female (%)","EST","Estonia","2011","2011",76.88938,,
"FGP_5T8_F300","Percentage of graduates from Social Sciences, Journalism and Information programmes in tertiary education who are female (%)","EST","Estonia","2012","2012",72.00957,,
"FGP_5T8_F300","Percentage of graduates from Social Sciences, Journalism and Information programmes in tertiary education who are female (%)","EST","Estonia","2013","2013",72.84768,,
"FGP_5T8_F300","Percentage of graduates from Social Sciences, Journalism and Information programmes in tertiary education who are female (%)","EST","Estonia","2014","2014",74.48107,,
"FGP_5T8_F300","Percentage of graduates from Social Sciences, Journalism and Information programmes in tertiary education who are female (%)","EST","Estonia","2015","2015",75.27964,,
"FGP_5T8_F400","Percentage of graduates from Business, Administration and Law programmes in tertiary education who are female (%)","MSR","Montserrat","1999","1999",,"a","Category not applicable"
"FGP_5T8_F400","Percentage of graduates from Business, Administration and Law programmes in tertiary education who are female (%)","MSR","Montserrat","2000","2000",,"a","Category not applicable"
"FGP_5T8_F400","Percentage of graduates from Business, Administration and Law programmes in tertiary education who are female (%)","MSR","Montserrat","2001","2001",,"a","Category not applicable"
"FGP_5T8_F400","Percentage of graduates from Business, Administration and Law programmes in tertiary education who are female (%)","MSR","Montserrat","2002","2002",,"a","Category not applicable"
"FGP_5T8_F400","Percentage of graduates from Business, Administration and Law programmes in tertiary education who are female (%)","MSR","Montserrat","2003","2003",,"a","Category not applicable"
"FGP_5T8_F400","Percentage of graduates from Business, Administration and Law programmes in tertiary education who are female (%)","MSR","Montserrat","2004","2004",,"a","Category not applicable"
"FGP_5T8_F400","Percentage of graduates from Business, Administration and Law programmes in tertiary education who are female (%)","MSR","Montserrat","2005","2005",,"a","Category not applicable"
"FGP_5T8_F400","Percentage of graduates from Business, Administration and Law programmes in tertiary education who are female (%)","MSR","Montserrat","2006","2006",,"a","Category not applicable"
"FGP_5T8_F400","Percentage of graduates from Business, Administration and Law programmes in tertiary education who are female (%)","MSR","Montserrat","2007","2007",,"a","Category not applicable"
"FGP_5T8_F600","Percentage of graduates from Information and Communication Technologies programmes in tertiary education who are female (%)","ARG","Argentina","2006","2006",42.03319,,
"FGP_5T8_F600","Percentage of graduates from Information and Communication Technologies programmes in tertiary education who are female (%)","ARG","Argentina","2007","2007",41.88422,,
"FGP_5T8_F600","Percentage of graduates from Information and Communication Technologies programmes in tertiary education who are female (%)","ARG","Argentina","2008","2008",34.59769,,
"FGP_5T8_F600","Percentage of graduates from Information and Communication Technologies programmes in tertiary education who are female (%)","ARG","Argentina","2009","2009",37.01054,,
"FGP_5T8_F600","Percentage of graduates from Information and Communication Technologies programmes in tertiary education who are female (%)","ARG","Argentina","2010","2010",33.04348,,
"FGP_5T8_FUK","Percentage of graduates from programmes in unspecified fields in tertiary education who are female (%)","PRI","Puerto Rico","2008","2008",86.31179,,
"FGP_5T8_FUK","Percentage of graduates from programmes in unspecified fields in tertiary education who are female (%)","PRI","Puerto Rico","2009","2009",98.71795,,
"FGP_5T8_FUK","Percentage of graduates from programmes in unspecified fields in tertiary education who are female (%)","PRI","Puerto Rico","2011","2011",92.40506,,
"FGP_5T8_FUK","Percentage of graduates from programmes in unspecified fields in tertiary education who are female (%)","PRI","Puerto Rico","2012","2012",94.91525,,
"FGP_5T8_FUK","Percentage of graduates from programmes in unspecified fields in tertiary education who are female (%)","PRI","Puerto Rico","2013","2013",93.22034,,
"FGP_5T8_FUK","Percentage of graduates from programmes in unspecified fields in tertiary education who are female (%)","PRI","Puerto Rico","2014","2014",,"a","Category not applicable"
"FGP_5T8_F200","Percentage of graduates from Arts and Humanities programmes in tertiary education who are female (%)","HRV","Croatia","1999","1999",72.88931,,
"FGP_5T8_F200","Percentage of graduates from Arts and Humanities programmes in tertiary education who are female (%)","HRV","Croatia","2001","2001",75.98315,,
"FGP_5T8_F200","Percentage of graduates from Arts and Humanities programmes in tertiary education who are female (%)","HRV","Croatia","2002","2002",76.55768,,
"FGP_5T8_F200","Percentage of graduates from Arts and Humanities programmes in tertiary education who are female (%)","HRV","Croatia","2003","2003",74.76323,,
"FGP_5T8_F200","Percentage of graduates from Arts and Humanities programmes in tertiary education who are female (%)","HRV","Croatia","2005","2005",72.12087,,
"FGP_5T8_F200","Percentage of graduates from Arts and Humanities programmes in tertiary education who are female (%)","HRV","Croatia","2006","2006",74.12731,,
"FGP_5T8_F200","Percentage of graduates from Arts and Humanities programmes in tertiary education who are female (%)","HRV","Croatia","2007","2007",72.16955,,
"FGP_5T8_F200","Percentage of graduates from Arts and Humanities programmes in tertiary education who are female (%)","HRV","Croatia","2008","2008",74.5328,,
"FGP_5T8_F200","Percentage of graduates from Arts and Humanities programmes in tertiary education who are female (%)","HRV","Croatia","2009","2009",75.36932,,
"FGP_5T8_F200","Percentage of graduates from Arts and Humanities programmes in tertiary education who are female (%)","HRV","Croatia","2010","2010",74.16421,,
"FGP_5T8_F200","Percentage of graduates from Arts and Humanities programmes in tertiary education who are female (%)","HRV","Croatia","2012","2012",72.75804,,
"FGP_5T8_F200","Percentage of graduates from Arts and Humanities programmes in tertiary education who are female (%)","HRV","Croatia","2014","2014",71.40261,,
"FGP_5T8_F200","Percentage of graduates from Arts and Humanities programmes in tertiary education who are female (%)","HRV","Croatia","2015","2015",72.7043,,
"FGP_5T8_F200","Percentage of graduates from Arts and Humanities programmes in tertiary education who are female (%)","KWT","Kuwait","2013","2013",64.48087,,
"FGP_5T8_F700","Percentage of graduates from Engineering, Manufacturing and Construction programmes in tertiary education who are female (%)","SWE","Sweden","1999","1999",24.06551,,
"FGP_5T8_F700","Percentage of graduates from Engineering, Manufacturing and Construction programmes in tertiary education who are female (%)","SWE","Sweden","2000","2000",25.73106,,
"FGP_5T8_F700","Percentage of graduates from Engineering, Manufacturing and Construction programmes in tertiary education who are female (%)","SWE","Sweden","2001","2001",28.59669,,
"FGP_5T8_F700","Percentage of graduates from Engineering, Manufacturing and Construction programmes in tertiary education who are female (%)","SWE","Sweden","2002","2002",29.2803,,
"FGP_5T8_F700","Percentage of graduates from Engineering, Manufacturing and Construction programmes in tertiary education who are female (%)","SWE","Sweden","2003","2003",29.22053,,
"FGP_5T8_F700","Percentage of graduates from Engineering, Manufacturing and Construction programmes in tertiary education who are female (%)","SWE","Sweden","2004","2004",29.05116,,
"FGP_5T8_F700","Percentage of graduates from Engineering, Manufacturing and Construction programmes in tertiary education who are female (%)","SWE","Sweden","2005","2005",29.67348,,
"FGP_5T8_F700","Percentage of graduates from Engineering, Manufacturing and Construction programmes in tertiary education who are female (%)","SWE","Sweden","2006","2006",31.08867,,
"FGP_5T8_F700","Percentage of graduates from Engineering, Manufacturing and Construction programmes in tertiary education who are female (%)","SWE","Sweden","2007","2007",29.44027,,
"FGP_5T8_F700","Percentage of graduates from Engineering, Manufacturing and Construction programmes in tertiary education who are female (%)","SWE","Sweden","2008","2008",30.27114,,
"FGP_5T8_F700","Percentage of graduates from Engineering, Manufacturing and Construction programmes in tertiary education who are female (%)","SWE","Sweden","2009","2009",28.52534,,
"FGP_5T8_F700","Percentage of graduates from Engineering, Manufacturing and Construction programmes in tertiary education who are female (%)","SWE","Sweden","2010","2010",30.90926,,
"FGP_5T8_F700","Percentage of graduates from Engineering, Manufacturing and Construction programmes in tertiary education who are female (%)","SWE","Sweden","2011","2011",30.14305,,
"FGP_5T8_F700","Percentage of graduates from Engineering, Manufacturing and Construction programmes in tertiary education who are female (%)","SWE","Sweden","2012","2012",29.31434,,
"FGP_5T8_F700","Percentage of graduates from Engineering, Manufacturing and Construction programmes in tertiary education who are female (%)","SWE","Sweden","2013","2013",29.63326,,
"FGP_5T8_F800","Percentage of graduates from Agriculture, Forestry, Fisheries and Veterinary programmes in tertiary education who are female (%)","TCD","Chad","2000","2000",,"a","Category not applicable"
"FGP_5T8_F300","Percentage of graduates from Social Sciences, Journalism and Information programmes in tertiary education who are female (%)","ABW","Aruba","1999","1999",,"a","Category not applicable"
"FGP_5T8_F300","Percentage of graduates from Social Sciences, Journalism and Information programmes in tertiary education who are female (%)","ABW","Aruba","2000","2000",,"a","Category not applicable"
"FGP_5T8_F300","Percentage of graduates from Social Sciences, Journalism and Information programmes in tertiary education who are female (%)","ABW","Aruba","2001","2001",,"a","Category not applicable"
"FGP_5T8_F300","Percentage of graduates from Social Sciences, Journalism and Information programmes in tertiary education who are female (%)","ABW","Aruba","2002","2002",,"a","Category not applicable"
"FGP_5T8_F300","Percentage of graduates from Social Sciences, Journalism and Information programmes in tertiary education who are female (%)","ABW","Aruba","2003","2003",,"a","Category not applicable"
"FGP_5T8_F300","Percentage of graduates from Social Sciences, Journalism and Information programmes in tertiary education who are female (%)","ABW","Aruba","2004","2004",,"a","Category not applicable"
"FGP_5T8_F300","Percentage of graduates from Social Sciences, Journalism and Information programmes in tertiary education who are female (%)","ABW","Aruba","2005","2005",,"a","Category not applicable"
"FGP_5T8_F300","Percentage of graduates from Social Sciences, Journalism and Information programmes in tertiary education who are female (%)","ABW","Aruba","2006","2006",,"a","Category not applicable"
"FGP_5T8_F300","Percentage of graduates from Social Sciences, Journalism and Information programmes in tertiary education who are female (%)","ABW","Aruba","2007","2007",,"a","Category not applicable"
"FGP_5T8_F300","Percentage of graduates from Social Sciences, Journalism and Information programmes in tertiary education who are female (%)","ABW","Aruba","2008","2008",,"a","Category not applicable"
"FGP_5T8_F300","Percentage of graduates from Social Sciences, Journalism and Information programmes in tertiary education who are female (%)","ABW","Aruba","2009","2009",,"a","Category not applicable"
"FGP_5T8_F300","Percentage of graduates from Social Sciences, Journalism and Information programmes in tertiary education who are female (%)","ABW","Aruba","2010","2010",,"a","Category not applicable"
"FGP_5T8_F300","Percentage of graduates from Social Sciences, Journalism and Information programmes in tertiary education who are female (%)","ABW","Aruba","2011","2011",,"a","Category not applicable"
"FGP_5T8_F300","Percentage of graduates from Social Sciences, Journalism and Information programmes in tertiary education who are female (%)","ABW","Aruba","2012","2012",,"a","Category not applicable"
"FGP_5T8_F300","Percentage of graduates from Social Sciences, Journalism and Information programmes in tertiary education who are female (%)","ABW","Aruba","2015","2015",,"a","Category not applicable"
"FGP_5T8_F700","Percentage of graduates from Engineering, Manufacturing and Construction programmes in tertiary education who are female (%)","URY","Uruguay","2006","2006",36.33094,,
"FGP_5T8_F700","Percentage of graduates from Engineering, Manufacturing and Construction programmes in tertiary education who are female (%)","URY","Uruguay","2007","2007",49.18919,,
"FGP_5T8_F700","Percentage of graduates from Engineering, Manufacturing and Construction programmes in tertiary education who are female (%)","URY","Uruguay","2008","2008",47.14549,,
"FGP_5T8_F700","Percentage of graduates from Engineering, Manufacturing and Construction programmes in tertiary education who are female (%)","URY","Uruguay","2009","2009",40.34188,,
"FGP_5T8_F700","Percentage of graduates from Engineering, Manufacturing and Construction programmes in tertiary education who are female (%)","URY","Uruguay","2010","2010",43.22034,,
"FGP_5T8_F700","Percentage of graduates from Engineering, Manufacturing and Construction programmes in tertiary education who are female (%)","URY","Uruguay","2013","2013",45.30707,,
"FGP_5T8_F700","Percentage of graduates from Engineering, Manufacturing and Construction programmes in tertiary education who are female (%)","URY","Uruguay","2014","2014",46.96774,,
"FGP_5T8_F700","Percentage of graduates from Engineering, Manufacturing and Construction programmes in tertiary education who are female (%)","URY","Uruguay","2015","2015",48.51811,,
"FGP_5T8_F800","Percentage of graduates from Agriculture, Forestry, Fisheries and Veterinary programmes in tertiary education who are female (%)","TUN","Tunisia","2012","2012",57.86667,,
"FGP_5T8_F800","Percentage of graduates from Agriculture, Forestry, Fisheries and Veterinary programmes in tertiary education who are female (%)","TUN","Tunisia","2013","2013",69.86755,,
"FGP_5T8_F800","Percentage of graduates from Agriculture, Forestry, Fisheries and Veterinary programmes in tertiary education who are female (%)","TUN","Tunisia","2014","2014",66.53883,,
"FGP_5T8_F800","Percentage of graduates from Agriculture, Forestry, Fisheries and Veterinary programmes in tertiary education who are female (%)","TUN","Tunisia","2015","2015",70.12048,,
"FGP_5T8_F400","Percentage of graduates from Business, Administration and Law programmes in tertiary education who are female (%)","LAO","Lao People's Democratic Republic","1999","1999",16.36364,,
"FGP_5T8_F400","Percentage of graduates from Business, Administration and Law programmes in tertiary education who are female (%)","LAO","Lao People's Democratic Republic","2001","2001",31.86004,,
"FGP_5T8_F400","Percentage of graduates from Business, Administration and Law programmes in tertiary education who are female (%)","LAO","Lao People's Democratic Republic","2004","2004",45.17241,,
"FGP_5T8_F400","Percentage of graduates from Business, Administration and Law programmes in tertiary education who are female (%)","LAO","Lao People's Democratic Republic","2005","2005",41.2766,,
"FGP_5T8_F400","Percentage of graduates from Business, Administration and Law programmes in tertiary education who are female (%)","LAO","Lao People's Democratic Republic","2006","2006",44.82759,,
"FGP_5T8_F400","Percentage of graduates from Business, Administration and Law programmes in tertiary education who are female (%)","LAO","Lao People's Democratic Republic","2009","2009",48.73407,,
"FGP_5T8_F400","Percentage of graduates from Business, Administration and Law programmes in tertiary education who are female (%)","LAO","Lao People's Democratic Republic","2011","2011",46.09429,,
"FGP_5T8_F400","Percentage of graduates from Business, Administration and Law programmes in tertiary education who are female (%)","LAO","Lao People's Democratic Republic","2012","2012",49.79803,,
"FGP_5T8_F400","Percentage of graduates from Business, Administration and Law programmes in tertiary education who are female (%)","LAO","Lao People's Democratic Republic","2015","2015",49.15851,,
"FGP_5T8_F500","Percentage of graduates from Natural Sciences, Mathematics and Statistics programmes in tertiary education who are female (%)","CRI","Costa Rica","2001","2001",54.49438,,
"FGP_5T8_F500","Percentage of graduates from Natural Sciences, Mathematics and Statistics programmes in tertiary education who are female (%)","CRI","Costa Rica","2002","2002",54.32432,,
"FGP_5T8_F500","Percentage of graduates from Natural Sciences, Mathematics and Statistics programmes in tertiary education who are female (%)","CRI","Costa Rica","2007","2007",54.54545,,
"FGP_5T8_F500","Percentage of graduates from Natural Sciences, Mathematics and Statistics programmes in tertiary education who are female (%)","CRI","Costa Rica","2010","2010",51.23675,,
"FGP_5T8_F500","Percentage of graduates from Natural Sciences, Mathematics and Statistics programmes in tertiary education who are female (%)","CRI","Costa Rica","2011","2011",57.70171,,
"FGP_5T8_F500","Percentage of graduates from Natural Sciences, Mathematics and Statistics programmes in tertiary education who are female (%)","CRI","Costa Rica","2015","2015",52.28426,,
"FGP_5T8_F600","Percentage of graduates from Information and Communication Technologies programmes in tertiary education who are female (%)","MYS","Malaysia","2004","2004",50.50614,,
"FGP_5T8_F600","Percentage of graduates from Information and Communication Technologies programmes in tertiary education who are female (%)","MYS","Malaysia","2006","2006",54.37981,,
"FGP_5T8_F600","Percentage of graduates from Information and Communication Technologies programmes in tertiary education who are female (%)","MYS","Malaysia","2007","2007",48.75771,,
"FGP_5T8_F600","Percentage of graduates from Information and Communication Technologies programmes in tertiary education who are female (%)","MYS","Malaysia","2008","2008",50.53881,,
"FGP_5T8_F600","Percentage of graduates from Information and Communication Technologies programmes in tertiary education who are female (%)","MYS","Malaysia","2009","2009",48.56461,,
"FGP_5T8_F600","Percentage of graduates from Information and Communication Technologies programmes in tertiary education who are female (%)","MYS","Malaysia","2010","2010",46.65087,,
"FGP_5T8_F600","Percentage of graduates from Information and Communication Technologies programmes in tertiary education who are female (%)","MYS","Malaysia","2011","2011",47.01448,,
"FGP_5T8_F600","Percentage of graduates from Information and Communication Technologies programmes in tertiary education who are female (%)","MYS","Malaysia","2012","2012",52.59692,,
"FGP_5T8_F600","Percentage of graduates from Information and Communication Technologies programmes in tertiary education who are female (%)","MYS","Malaysia","2015","2015",53.16141,,
"FGP_5T8_F700","Percentage of graduates from Engineering, Manufacturing and Construction programmes in tertiary education who are female (%)","ZAF","South Africa","2013","2013",30.43083,,
"FGP_5T8_F700","Percentage of graduates from Engineering, Manufacturing and Construction programmes in tertiary education who are female (%)","ZAF","South Africa","2014","2014",30.3994,,
"FGP_5T8_F200","Percentage of graduates from Arts and Humanities programmes in tertiary education who are female (%)","PRT","Portugal","2000","2000",67.12358,,
"FGP_5T8_F200","Percentage of graduates from Arts and Humanities programmes in tertiary education who are female (%)","PRT","Portugal","2002","2002",67.02347,,
"FGP_5T8_F200","Percentage of graduates from Arts and Humanities programmes in tertiary education who are female (%)","PRT","Portugal","2003","2003",66.91164,,
"FGP_5T8_F200","Percentage of graduates from Arts and Humanities programmes in tertiary education who are female (%)","PRT","Portugal","2004","2004",69.25713,,
"FGP_5T8_F200","Percentage of graduates from Arts and Humanities programmes in tertiary education who are female (%)","PRT","Portugal","2005","2005",68.81857,,
"FGP_5T8_F200","Percentage of graduates from Arts and Humanities programmes in tertiary education who are female (%)","PRT","Portugal","2006","2006",67.38515,,
"FGP_5T8_F200","Percentage of graduates from Arts and Humanities programmes in tertiary education who are female (%)","PRT","Portugal","2007","2007",65.61591,,
"FGP_5T8_F200","Percentage of graduates from Arts and Humanities programmes in tertiary education who are female (%)","PRT","Portugal","2008","2008",63.753,,
"FGP_5T8_F200","Percentage of graduates from Arts and Humanities programmes in tertiary education who are female (%)","PRT","Portugal","2009","2009",61.62807,,
"FGP_5T8_F200","Percentage of graduates from Arts and Humanities programmes in tertiary education who are female (%)","PRT","Portugal","2010","2010",61.11799,,
"FGP_5T8_F200","Percentage of graduates from Arts and Humanities programmes in tertiary education who are female (%)","PRT","Portugal","2011","2011",60.30913,,
"FGP_5T8_F200","Percentage of graduates from Arts and Humanities programmes in tertiary education who are female (%)","PRT","Portugal","2012","2012",59.98469,,
"FGP_5T8_F200","Percentage of graduates from Arts and Humanities programmes in tertiary education who are female (%)","PRT","Portugal","2013","2013",60.00467,,
"FGP_5T8_F200","Percentage of graduates from Arts and Humanities programmes in tertiary education who are female (%)","PRT","Portugal","2014","2014",60.55846,,
"FGP_5T8_F200","Percentage of graduates from Arts and Humanities programmes in tertiary education who are female (%)","PRT","Portugal","2015","2015",61.42094,,
"FGP_5T8_F300","Percentage of graduates from Social Sciences, Journalism and Information programmes in tertiary education who are female (%)","SLV","El Salvador","2002","2002",75.93052,,
"FGP_5T8_F300","Percentage of graduates from Social Sciences, Journalism and Information programmes in tertiary education who are female (%)","SLV","El Salvador","2003","2003",71.63462,,
"FGP_5T8_F300","Percentage of graduates from Social Sciences, Journalism and Information programmes in tertiary education who are female (%)","SLV","El Salvador","2005","2005",73.93075,,
"FGP_5T8_F300","Percentage of graduates from Social Sciences, Journalism and Information programmes in tertiary education who are female (%)","SLV","El Salvador","2006","2006",73.25581,,
"FGP_5T8_F300","Percentage of graduates from Social Sciences, Journalism and Information programmes in tertiary education who are female (%)","SLV","El Salvador","2007","2007",72.07207,,
"FGP_5T8_F300","Percentage of graduates from Social Sciences, Journalism and Information programmes in tertiary education who are female (%)","SLV","El Salvador","2008","2008",72.75748,,
"FGP_5T8_F300","Percentage of graduates from Social Sciences, Journalism and Information programmes in tertiary education who are female (%)","SLV","El Salvador","2009","2009",71.9057,,
"FGP_5T8_F300","Percentage of graduates from Social Sciences, Journalism and Information programmes in tertiary education who are female (%)","SLV","El Salvador","2010","2010",69.62843,,
"FGP_5T8_F300","Percentage of graduates from Social Sciences, Journalism and Information programmes in tertiary education who are female (%)","SLV","El Salvador","2011","2011",72.17631,,
"FGP_5T8_F300","Percentage of graduates from Social Sciences, Journalism and Information programmes in tertiary education who are female (%)","SLV","El Salvador","2012","2012",67.31876,,
"FGP_5T8_F300","Percentage of graduates from Social Sciences, Journalism and Information programmes in tertiary education who are female (%)","SLV","El Salvador","2015","2015",66.26276,,
"FGP_5T8_F400","Percentage of graduates from Business, Administration and Law programmes in tertiary education who are female (%)","HUN","Hungary","1999","1999",59.48758,,
"FGP_5T8_F400","Percentage of graduates from Business, Administration and Law programmes in tertiary education who are female (%)","HUN","Hungary","2000","2000",53.09513,,
"FGP_5T8_F400","Percentage of graduates from Business, Administration and Law programmes in tertiary education who are female (%)","HUN","Hungary","2001","2001",64.83099,,
"FGP_5T8_F400","Percentage of graduates from Business, Administration and Law programmes in tertiary education who are female (%)","HUN","Hungary","2002","2002",61.85409,,
"FGP_5T8_F400","Percentage of graduates from Business, Administration and Law programmes in tertiary education who are female (%)","HUN","Hungary","2003","2003",64.46806,,
"FGP_5T8_F400","Percentage of graduates from Business, Administration and Law programmes in tertiary education who are female (%)","HUN","Hungary","2004","2004",67.52634,,
"FGP_5T8_F400","Percentage of graduates from Business, Administration and Law programmes in tertiary education who are female (%)","HUN","Hungary","2005","2005",69.76304,,
"FGP_5T8_F400","Percentage of graduates from Business, Administration and Law programmes in tertiary education who are female (%)","HUN","Hungary","2006","2006",69.24121,,
"FGP_5T8_F400","Percentage of graduates from Business, Administration and Law programmes in tertiary education who are female (%)","HUN","Hungary","2008","2008",72.12599,,
"FGP_5T8_F400","Percentage of graduates from Business, Administration and Law programmes in tertiary education who are female (%)","HUN","Hungary","2009","2009",70.42972,,
"FGP_5T8_F400","Percentage of graduates from Business, Administration and Law programmes in tertiary education who are female (%)","HUN","Hungary","2010","2010",68.70154,,
"FGP_5T8_F400","Percentage of graduates from Business, Administration and Law programmes in tertiary education who are female (%)","HUN","Hungary","2011","2011",69.27225,,
"FGP_5T8_F400","Percentage of graduates from Business, Administration and Law programmes in tertiary education who are female (%)","HUN","Hungary","2012","2012",69.76328,,
"FGP_5T8_F400","Percentage of graduates from Business, Administration and Law programmes in tertiary education who are female (%)","HUN","Hungary","2013","2013",71.39738,,
"FGP_5T8_F400","Percentage of graduates from Business, Administration and Law programmes in tertiary education who are female (%)","HUN","Hungary","2014","2014",69.03373,,
"FGP_5T8_F400","Percentage of graduates from Business, Administration and Law programmes in tertiary education who are female (%)","HUN","Hungary","2015","2015",65.41349,,
"FGP_5T8_F800","Percentage of graduates from Agriculture, Forestry, Fisheries and Veterinary programmes in tertiary education who are female (%)","PAN","Panama","2002","2002",34.86239,,
"FGP_5T8_F800","Percentage of graduates from Agriculture, Forestry, Fisheries and Veterinary programmes in tertiary education who are female (%)","PAN","Panama","2003","2003",26.05634,,
"FGP_5T8_F800","Percentage of graduates from Agriculture, Forestry, Fisheries and Veterinary programmes in tertiary education who are female (%)","PAN","Panama","2004","2004",47.14286,,
"FGP_5T8_F800","Percentage of graduates from Agriculture, Forestry, Fisheries and Veterinary programmes in tertiary education who are female (%)","PAN","Panama","2005","2005",34.92063,,
"FGP_5T8_F800","Percentage of graduates from Agriculture, Forestry, Fisheries and Veterinary programmes in tertiary education who are female (%)","PAN","Panama","2006","2006",32.69231,,
"FGP_5T8_F800","Percentage of graduates from Agriculture, Forestry, Fisheries and Veterinary programmes in tertiary education who are female (%)","PAN","Panama","2007","2007",35.95506,,
"FGP_5T8_F800","Percentage of graduates from Agriculture, Forestry, Fisheries and Veterinary programmes in tertiary education who are female (%)","PAN","Panama","2008","2008",53.39367,,
"FGP_5T8_F800","Percentage of graduates from Agriculture, Forestry, Fisheries and Veterinary programmes in tertiary education who are female (%)","PAN","Panama","2009","2009",47.54098,,
"FGP_5T8_F800","Percentage of graduates from Agriculture, Forestry, Fisheries and Veterinary programmes in tertiary education who are female (%)","PAN","Panama","2010","2010",49.79424,,
"FGP_5T8_F800","Percentage of graduates from Agriculture, Forestry, Fisheries and Veterinary programmes in tertiary education who are female (%)","PAN","Panama","2011","2011",53.22581,,
